Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,MeSH Terms,Chemicals,Funding,Source URLs,External URL,PMID,DOI,Microsoft Academic ID,PMCID,Citing Patents Count,References,Citing Works Count,Is Open Access,Open Access License,Open Access Colour
001-620-177-508-867,Cancer Evolution and the Limits of Predictability in Precision Cancer Medicine,2016-01-29,2016,journal article,Trends in cancer,24058025; 24058033,Elsevier BV,United States,Kamil A. Lipinski; Louise J. Barber; Matthew N. Davies; Matthew Ashenden; Andrea Sottoriva; Marco Gerlinger,"The ability to predict the future behavior of an individual cancer is crucial for precision cancer medicine. The discovery of extensive intratumor heterogeneity and ongoing clonal adaptation in human tumors substantiated the notion of cancer as an evolutionary process. Random events are inherent in evolution and tumor spatial structures hinder the efficacy of selection, which is the only deterministic evolutionary force. This review outlines how the interaction of these stochastic and deterministic processes, which have been extensively studied in evolutionary biology, limits cancer predictability and develops evolutionary strategies to improve predictions. Understanding and advancing the cancer predictability horizon is crucial to improve precision medicine outcomes.",2,1,49,63,Risk analysis (engineering); Cancer; Precision medicine; Predictability; Cancer Medicine; Cancer evolution; Process (engineering); Bioinformatics; Selection (genetic algorithm); Biology; Adaptation (computer science),cancer evolution; cancer genetics; drug resistance; precision cancer medicine; predictive biomarkers; prognostic biomarkers,,,Wellcome Trust United Kingdom; Cancer Research UK (18377) United Kingdom; Prostate Cancer UK (PA12-15) United Kingdom,https://www.sciencedirect.com/science/article/pii/S2405803315000692 https://core.ac.uk/display/82031918 https://cyberleninka.org/article/n/1330232 https://www.sciencedirect.com/science/article/abs/pii/S2405803315000692 https://www.cell.com/trends/cancer/fulltext/S2405-8033(15)00069-2 http://www.cell.com/article/S2405803315000692/pdf https://www.cell.com/article/S2405803315000692/pdf http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4756277 https://pubmed.ncbi.nlm.nih.gov/26949746/ http://europepmc.org/abstract/MED/26949746 http://www.sciencedirect.com/science/article/pii/S2405803315000692,http://dx.doi.org/10.1016/j.trecan.2015.11.003,26949746,10.1016/j.trecan.2015.11.003,2259572413,PMC4756277,18,000-165-518-089-27X; 000-196-231-439-350; 000-328-755-179-395; 000-789-930-251-588; 002-026-770-463-035; 003-913-188-534-077; 004-331-370-160-311; 004-976-586-065-362; 005-989-912-819-000; 006-635-823-070-171; 008-962-134-219-568; 009-848-397-597-840; 009-920-916-145-875; 010-739-434-273-101; 011-612-887-890-127; 014-588-366-250-185; 014-720-171-084-338; 015-714-575-987-766; 015-808-673-473-096; 015-857-444-028-598; 017-431-749-626-286; 017-639-851-100-590; 018-400-540-940-201; 018-549-244-814-02X; 018-549-974-404-030; 018-920-049-705-841; 019-213-747-998-497; 019-535-188-390-590; 020-718-468-571-932; 022-133-476-516-369; 022-529-020-949-642; 022-814-313-071-768; 022-947-608-948-538; 024-685-978-046-318; 024-820-331-109-719; 026-051-137-964-411; 026-381-573-924-055; 028-221-821-696-398; 031-512-193-740-666; 031-864-417-581-772; 032-369-952-529-245; 033-645-277-719-380; 034-940-835-906-585; 035-544-039-099-665; 035-600-889-373-273; 036-671-697-849-198; 037-327-011-785-091; 037-563-199-722-168; 037-617-895-530-531; 037-734-230-607-162; 038-503-229-108-268; 040-255-142-309-616; 040-694-023-033-041; 042-670-073-111-518; 043-190-236-189-306; 043-778-530-544-695; 045-059-974-222-613; 045-385-105-157-913; 047-244-200-041-816; 047-349-323-058-66X; 047-744-696-610-111; 047-957-276-004-253; 050-037-658-433-244; 050-118-829-561-289; 050-598-775-939-615; 051-660-774-226-462; 053-425-323-054-289; 055-990-347-319-119; 056-235-411-947-88X; 058-660-089-175-26X; 059-292-825-015-011; 059-634-259-427-114; 060-756-625-376-224; 061-862-005-384-464; 067-122-879-346-957; 067-812-889-360-814; 070-088-946-808-632; 072-542-675-942-37X; 073-654-021-962-841; 073-739-773-594-482; 076-254-297-138-905; 077-120-726-726-696; 077-600-274-800-340; 078-823-246-090-534; 078-967-180-590-618; 080-561-209-775-678; 082-789-769-979-576; 082-791-538-630-812; 085-210-771-374-30X; 085-480-613-394-305; 086-115-308-725-404; 092-789-462-493-224; 096-560-257-359-528; 098-592-076-109-908; 099-713-428-514-021; 102-149-164-295-401; 102-672-565-113-054; 105-877-335-658-073; 107-139-402-287-961; 118-632-276-477-745; 124-934-821-688-750; 125-658-573-417-027; 127-502-944-881-366; 130-805-380-745-137; 138-390-741-252-426; 169-618-435-444-289; 170-080-189-708-851; 179-755-435-120-886; 182-909-548-997-438; 197-185-023-182-643,250,true,cc-by,hybrid
001-634-539-643-642,Activities of the swallowing rehabilitation team for head and neck cancer patients at The Cancer Institute Hospital of Japan Foundation for Cancer Research: —がん研有明病院でのチーム医療の取り組み—,,2018,journal article,Toukeibu Gan,13495747; 18818382,Japan Society for Head and Neck Cancer,Japan,Yu Koizumi; Toru Sasaki; Hiroyuki Yonekawa; Hirofumi Fukushima; Wataru Shimbashi; Akira Seto; Ryosuke Kamiyama; Kotaro Shirao; Ryuta Hidaka; Kazunori Ichikawa; Ryoto Nagai; Kota Fukuta; Takuma Morita; Yuichi Ehara; Jo Omata; Kunihiko Tokashiki; Jyunichi Torii; Koji Yamamura; Kazuyoshi Kawabata; Ken Tomizuka; Kaori Kawana; Takako Toyota; Koji Takahashi; Hiroki Mitani,,44,3,269,275,,,,,,https://www.jstage.jst.go.jp/article/jjhnc/44/3/44_269/_pdf,http://dx.doi.org/10.5981/jjhnc.44.269,,10.5981/jjhnc.44.269,2905369228,,0,000-313-757-910-506; 100-211-340-700-798; 151-948-872-710-555,0,false,,
001-661-984-020-826,Development and Current Status of a Chest X-ray Interpretation Exercise System for Lung Cancer Screening,2021-04-20,2021,journal article,Haigan,03869628; 13489992,Japan Lung Cancer Society,Japan,Takeshi Kobayashi; Yuichiro Maruyama; Kiyoshi Murata; Kazuto Ashizawa; Katsunori Oikado; Akira Sakurada; Masami Sato; Kiyoshi Shibuya; Tomotaka Sobue; Daisuke Takenaka; Tomio Nakayama; Kenji Nishii; Masao Harada; Sumiko Maeda; Hiroyuki Miura; Hideki Mitomo; Makiko Murota; Motoyasu Sagawa,,61,2,69,76,Radiology; Current (fluid); Lung cancer screening; Interpretation (philosophy); Medicine,,,,,https://www.jstage.jst.go.jp/article/haigan/61/2/61_69/_pdf,http://dx.doi.org/10.2482/haigan.61.69,,10.2482/haigan.61.69,3159784969,,0,104-365-931-620-711,5,true,,bronze
002-132-645-474-498,Risk of second primary Cancer among bladder Cancer patients: a population-based cohort study in Korea,2018-05-31,2018,journal article,BMC cancer,14712407,Springer Science and Business Media LLC,United Kingdom,Whi-An Kwon; Jae Young Joung; Jiwon Lim; Chang-Mo Oh; Kyu-Won Jung; Sung-Han Kim; Ho Kyung Seo; Weon Seo Park; Jinsoo Chung; Kang Hyun Lee; Young-Joo Won,"For the expanding population of bladder cancer survivors in Korea, the development of subsequent cancers is a significant concern. Here, we provide the second primary cancer incidence rates and types in Korean patients with bladder cancer. Using population-based data from the Korea Central Cancer Registry from 1993 to 2013, we studied the standardized incidence ratios among 48,875 individuals with an initial diagnosis of bladder cancer. Standardized incidence ratios for second primary cancers were evaluated according to age at diagnosis, latency, diagnostic year, and treatment. Over the same period, the overall risk of a second primary cancer was reduced by 6% in patients with bladder cancer compared with the development of a new malignancy in the general population (standardized incidence ratio = 0.94; 95% CI, 0.91–0.97, p < 0.05). For specific cancers, the standardized incidence ratios for stomach, colon, liver, and non-Hodgkin lymphoma were significantly lower in patients with bladder cancer. However, the risk of prostate and kidney cancer in patients with bladder cancer were significantly increased. The risk of lung squamous cell carcinoma and lung adenocarcinoma as second primary cancers was significantly elevated in patients with bladder cancer. Korean patients with bladder cancer have a 6% lower risk of developing a second primary cancer. However, they have a higher risk of developing subsequent prostate and kidney cancers, lung squamous cell carcinoma, and lung adenocarcinoma, suggesting the need for continual intensive cancer surveillance among bladder cancer survivors.",18,1,617,,Cancer; Internal medicine; Oncology; Cancer registry; Lower risk; Bladder cancer; Kidney cancer; Adenocarcinoma; Population; Incidence (epidemiology); Medicine,Bladder cancer; Incidence; Prognosis; Second primary cancer; Survival,"Adolescent; Adult; Aged; Aged, 80 and over; Child; Child, Preschool; Cohort Studies; Female; Humans; Incidence; Infant; Infant, Newborn; Male; Middle Aged; Neoplasms, Second Primary/epidemiology; Registries; Republic of Korea/epidemiology; Risk Factors; Urinary Bladder Neoplasms/epidemiology; Young Adult",,National Cancer Center (No. 1610201) Republic of Korea,https://pubmed.ncbi.nlm.nih.gov/29855390/ https://www.ncbi.nlm.nih.gov/pubmed/29855390 https://bmccancer.biomedcentral.com/articles/10.1186/s12885-018-4530-3 https://link.springer.com/content/pdf/10.1186/s12885-018-4530-3.pdf https://link.springer.com/article/10.1186/s12885-018-4530-3 https://doi.org/10.1186/s12885-018-4530-3,http://dx.doi.org/10.1186/s12885-018-4530-3,29855390,10.1186/s12885-018-4530-3,2806319538,PMC5984459,0,003-663-222-516-333; 008-425-127-558-816; 010-096-097-591-531; 016-292-994-688-700; 018-322-176-986-64X; 019-444-445-469-002; 025-222-321-904-90X; 029-573-730-399-30X; 029-870-943-894-946; 033-507-029-933-702; 035-568-146-901-656; 040-793-965-427-654; 046-271-184-612-902; 057-163-434-652-386; 061-404-270-723-115; 061-763-535-417-979; 070-360-710-281-707; 073-115-850-076-30X; 078-680-409-868-457; 081-702-065-732-726; 085-554-845-984-792; 087-616-774-104-922; 100-192-859-622-983; 100-478-825-400-729; 105-307-897-873-686; 112-919-037-668-974; 141-669-656-977-445; 142-965-072-148-494,21,true,"CC BY, CC BY-NC-ND",gold
002-188-824-355-796,Correction: Impact of Genetic Ancestry on Genomics and Survival Outcomes in T-cell Acute Lymphoblastic Leukemia.,2026-02-12,2026,journal article,Blood cancer discovery,26433249; 26433230,American Association for Cancer Research (AACR),United States,Haley Newman; Shawn H R Lee; Petri Pölönen; Rawan Shraim; Yimei Li; Hongyan Liu; Richard Aplenc; Shovik Bandyopadhyay; Changya Chen; Meenakshi Devidas; Caroline Diorio; Kimberly Dunsmore; Omar Elghawy; Amira Elhachimi; Tori Fuller; Sumit Gupta; Junior Hall; Andrew D Hughes; Stephen P Hunger; Mignon L Loh; Zachary Martinez; Michael F McCoy; Cassidy G Mullen; Stanley B Pounds; Elizabeth Raetz; Anna Eames Seffernick; Gongping Shi; Jonathan Sussman; Kai Tan; Lahari Uppuluri; Tiffaney L Vincent; Ruth Wang'ondu; Lena E Winestone; Stuart S Winter; Brent L Wood; Gang Wu; Jason Xu; Wenjian Yang; Charles G Mullighan; Jun J Yang; Kira Bona; David T Teachey,,7,2,331,331,Medicine; Genetic genealogy; Genomics; Lymphoblastic Leukemia; Genetics; Biology; MEDLINE; Oncology; Mutation; Acute lymphocytic leukemia; Gene deletion; Internal medicine; Disease; Genome; Population; Bioinformatics; Genetic data; Genetic variation; Haplotype; Genetic testing; Genome-wide association study; Allele; Genotype; Leukemia,,,,,https://aacrjournals.org/bloodcancerdiscov/article-pdf/doi/10.1158/2643-3230.BCD-25-0464/3736597/bcd-25-0464.pdf https://doi.org/10.1158/2643-3230.bcd-25-0464,http://dx.doi.org/10.1158/2643-3230.bcd-25-0464,41677119,10.1158/2643-3230.bcd-25-0464,,,0,017-236-397-797-722,0,true,,bronze
002-207-511-935-379,"Rapid Discovery of Pyrido[3,4-d]pyrimidine Inhibitors of Monopolar Spindle Kinase 1 (MPS1) Using a Structure-Based Hybridization Approach",2016-04-07,2016,journal article,Journal of medicinal chemistry,15204804; 00222623,American Chemical Society (ACS),United States,Paolo Innocenti; Hannah Woodward; Savade Solanki; Sébastien Naud; Isaac M. Westwood; Nora Cronin; Angela Hayes; Jennie Roberts; Alan T. Henley; Ross Baker; Amir Faisal; Grace Mak; Gary Box; Melanie Valenti; Alexis De Haven Brandon; Lisa O’Fee; Harry Saville; Jessica Schmitt; Berry Matijssen; Rosemary Burke; Rob L. M. van Montfort; Florence I. Raynaud; Suzanne A. Eccles; Spiros Linardopoulos; Julian Blagg; Swen Hoelder,"Monopolar spindle 1 (MPS1) plays a central role in the transition of cells from metaphase to anaphase and is one of the main components of the spindle assembly checkpoint. Chromosomally unstable cancer cells rely heavily on MPS1 to cope with the stress arising from abnormal numbers of chromosomes and centrosomes and are thus more sensitive to MPS1 inhibition than normal cells. We report the discovery and optimization of a series of new pyrido[3,4-d]pyrimidine based inhibitors via a structure-based hybridization approach from our previously reported inhibitor CCT251455 and a modestly potent screening hit. Compounds in this novel series display excellent potency and selectivity for MPS1, which translates into biomarker modulation in an in vivo human tumor xenograft model.",59,8,3671,3688,Centrosome; Spindle checkpoint; Chemistry; Transition (genetics); In vivo; Anaphase; Metaphase; Drug discovery; Cell biology; Cancer cell; Pharmacology,,Cell Cycle Proteins/antagonists & inhibitors; Drug Discovery; Molecular Structure; Protein Kinase Inhibitors/chemistry; Protein Serine-Threonine Kinases/antagonists & inhibitors; Protein-Tyrosine Kinases/antagonists & inhibitors,"Cell Cycle Proteins; Protein Kinase Inhibitors; Protein-Tyrosine Kinases; Protein Serine-Threonine Kinases; TTK protein, human",Cancer Research UK (11566) United Kingdom,http://pubs.acs.org/doi/pdf/10.1021/acs.jmedchem.5b01811 http://www.rcsb.org/pdb/explore/explore.do?structureId=5EI2 http://europepmc.org/abstract/MED/27055065 http://pubs.acs.org/doi/10.1021/acs.jmedchem.5b01811 http://pubs.acs.org/doi/abs/10.1021/acs.jmedchem.5b01811 https://pubs.acs.org/doi/abs/10.1021/acs.jmedchem.5b01811 http://dx.doi.org/10.1021%2Facs.jmedchem.5b01811 https://figshare.com/collections/Rapid_Discovery_of_Pyrido_3_4_i_d_i_pyrimidine_Inhibitors_of_Monopolar_Spindle_Kinase_1_MPS1_Using_a_Structure_Based_Hybridization_Approach/3139774 https://pubmed.ncbi.nlm.nih.gov/27055065/ https://www.ncbi.nlm.nih.gov/pubmed/27055065 https://core.ac.uk/display/111025842 https://www.rcsb.org/structure/5EH0 https://www.rcsb.org/pdb/explore/explore.do?structureId=5EI2 https://dx.doi.org/10.1021%2Facs.jmedchem.5b01811 https://repository.icr.ac.uk/handle/internal/233,http://dx.doi.org/10.1021/acs.jmedchem.5b01811,27055065,10.1021/acs.jmedchem.5b01811; 10.1021/acs.jmedchem.5b01811.s002,2332976074,,4,000-516-132-828-30X; 007-147-247-240-85X; 007-551-583-865-570; 007-558-643-533-765; 008-081-823-793-338; 009-050-342-878-730; 009-116-748-018-06X; 015-686-538-545-576; 017-083-461-163-077; 017-662-309-774-195; 018-155-391-016-771; 019-711-970-064-074; 021-327-092-729-655; 023-023-139-788-944; 023-390-297-192-681; 024-345-493-283-250; 024-701-421-597-806; 027-106-164-241-86X; 027-362-415-655-34X; 027-561-649-544-863; 030-204-316-089-770; 030-936-805-772-742; 035-113-717-134-788; 035-690-002-173-695; 037-231-328-512-474; 039-911-698-743-730; 040-363-636-264-022; 045-113-273-364-891; 045-634-313-965-573; 045-733-292-859-213; 046-343-695-468-869; 047-308-646-101-537; 055-861-494-083-90X; 059-360-167-490-399; 063-238-872-859-572; 071-130-833-487-046; 074-806-218-464-279; 077-629-488-748-137; 078-361-984-118-478; 080-085-582-479-119; 088-521-227-103-845; 091-591-307-811-413; 100-315-070-339-635; 105-836-495-206-550; 112-550-881-085-304; 116-502-962-967-21X; 122-946-397-803-451; 150-295-912-108-920,32,true,acs-specific: authorchoice/editors choice usage agreement,green
002-352-855-874-558,Cancer! Alarm! Cancer!,1975-12-18,1975,journal article,The New England journal of medicine,00284793; 15334406,Massachusetts Medical Society,United States,F.J. Ingelfinger,"HERE IS A SPECIAL HEALTH MESSAGE RED MAY MEAN DEAD FOR YOU OR YOUR LOVED ONES With scare tactics as blatantly callous as these a Sioux City, Iowa, firm is frightening shoppers into buying a product called ""Homaganized Bakon"" — exact composition unrevealed except that it contains no nitrites or nitrates. The ""Special Health Message,"" apparently distributed in stores and also displayed on TV states, Most all sliced bacon contains a color additive listed on the package as nitrate or nitrite. This chemical causes the red meat portion of the bacon to assume a brighter than normal, red color that seems . . .",293,25,1319,1320,Nitrite; Red meat; Red Color; ALARM; Color additive; Food science; Medicine,,Food Additives/adverse effects; Humans; Neoplasms/chemically induced; Nitrates/adverse effects; Nitrites/adverse effects; Nitrosamines/adverse effects,Food Additives; Nitrates; Nitrites; Nitrosamines,,https://www.nejm.org/doi/full/10.1056/NEJM197512182932512 https://www.ncbi.nlm.nih.gov/pubmed/1186829,http://dx.doi.org/10.1056/nejm197512182932512,1186829,10.1056/nejm197512182932512,2002604716,,0,021-074-748-755-002; 023-486-968-276-592; 027-111-070-333-575; 066-477-136-790-754; 129-434-118-173-393,7,false,,
002-434-646-006-737,A KIF1C-CNBP motor-adaptor complex for trafficking mRNAs to cell protrusions,2024-06-27,2024,preprint,,,,,Konstadinos Moissoglu; Tianhong Wang; Alexander N. Gasparski; Michael Stueland; Elliott L. Paine; Lisa M. Jenkins; Stavroula Mili,"mRNA localization to subcellular compartments is a widely used mechanism that functionally contributes to numerous processes. mRNA targeting can be achieved upon recognition of RNA cargo by molecular motors. However, our molecular understanding of how this is accomplished is limited, especially in higher organisms. We focus on a pathway that targets mRNAs to peripheral protrusions of mammalian cells and is important for cell migration. Trafficking occurs through active transport on microtubules, mediated by the KIF1C kinesin. Here, we identify the RNA-binding protein CNBP, as a factor required for mRNA localization to protrusions. CNBP binds directly to GA-rich sequences in the 3'UTR of protrusion targeted mRNAs. CNBP also interacts with KIF1C and is required for KIF1C recruitment to mRNAs and for their trafficking on microtubules to the periphery. This work provides a molecular mechanism for KIF1C recruitment to mRNA cargo and reveals a motor-adaptor complex for mRNA transport to cell protrusions.",,,,,Signal transducing adaptor protein; Cell biology; Cell; Biology; Signal transduction; Genetics,,,,,,,,,,,0,,0,true,,green
002-826-423-031-292,Recent Developments in Cancer,,2015,journal article,Journal of Developing Drugs,23296631,OMICS Publishing Group,,Sushma Bottu; Ravalli Remella,"Cancer is one among the leading cause of deaths worldwide. In the present review I have mentioned recent statistics of cancer and mentioned few recent developments in cancer research especially on the most common cancers like lung cancer, breast cancer, prostate cancer, skin cancer and endometrial cancer which would give a brief idea on the ongoing research in cancer for the students, Research Scholars.",4,2,1,2,Cancer; Internal medicine; Oncology; Lung cancer; Endometrial cancer; Skin cancer; Metastasis; Prostate cancer; Colorectal cancer; Breast cancer; Bioinformatics; Medicine,Metastasis; Skin cancer; Prostate cancer; Lung cancer; Endometrial cancer; Rectal cancer; Melanoma; Energy metabolism; Metronomic therapy,,,,https://www.longdom.org/open-access/recent-developments-in-cancer-2329-6631-1000r001.pdf https://www.longdom.org/abstract/recent-developments-in-cancer-11104.html https://www.omicsgroup.org/journals/recent-developments-in-cancer-2329-6631-1000r001.pdf https://www.omicsonline.org/open-access/recent-developments-in-cancer-2329-6631-1000r001.pdf https://www.omicsonline.org/peer-reviewed/recent-developments-in-cancer-45913.html,http://dx.doi.org/10.4172/2329-6631.1000r001,,10.4172/2329-6631.1000r001,2321095333,,0,011-261-837-060-983; 015-297-299-938-612; 016-435-453-176-994; 018-493-744-200-606; 020-215-434-842-920; 020-905-926-388-89X; 027-469-828-572-403; 028-643-226-242-025; 042-951-039-665-139; 066-790-248-087-749; 105-018-369-539-528,4,false,,
002-884-691-177-357,Corrigendum: Construction and Validation of a Lung Cancer Risk Prediction Model for Non-Smokers in China.,2022-03-03,2022,journal article,Frontiers in oncology,2234943x,Frontiers Media SA,Switzerland,Lan-Wei Guo; Zhang-Yan Lyu; Qing-Cheng Meng; Li-Yang Zheng; Qiong Chen; Yin Liu; Hui-Fang Xu; Rui-Hua Kang; Lu-Yao Zhang; Xiao-Qin Cao; Shu-Zheng Liu; Xi-Bin Sun; Jian-Gong Zhang; Shao-Kai Zhang,[This corrects the article DOI: 10.3389/fonc.2021.766939.].,12,,871848,871848,Medicine; Lung cancer; China; Cancer; Epidemiology; Cancer prevention; Family medicine; Environmental health; Oncology; Internal medicine; Geography; Archaeology,forecasting; lung cancer; non-smokers; risk model; validation,,,,https://www.frontiersin.org/articles/10.3389/fonc.2022.871848/pdf https://doi.org/10.3389/fonc.2022.871848,http://dx.doi.org/10.3389/fonc.2022.871848,35311146,10.3389/fonc.2022.871848,,PMC8928720,0,,1,true,cc-by,gold
003-066-801-366-629,Changes in Brain Functional Networks After Neoadjuvant Chemotherapy in Patients with Breast Cancer,2023-01-01,2023,preprint,,,Elsevier BV,,Jing Yang; Yongchun Deng; Daihong Liu; Yixin Hu; Yu Tang; Xiaoyu Zhou; Yong Tan; Jing Zhang; Jiang Liu; Chengfang Wang; Xiaohua Zeng; Jiuquan Zhang,,,,,,Breast cancer; Oncology; Chemotherapy; Medicine; Functional connectivity; Internal medicine; Cancer; Psychology; Neuroscience,,,,,,http://dx.doi.org/10.2139/ssrn.4415688,,10.2139/ssrn.4415688,,,0,,0,true,,green
003-094-393-345-21X,Textbox: Pesticides and Cancer in Conventionally-Grown Versus Organic Food,,2016,book chapter,International Food Law and Policy,,Springer International Publishing,,Gabriela Steier,"Scientific publications have proven the links between pesticides in food and cancer prevalence. Conventionally-grown foods are often high in pesticides as compared to their organic counterparts. Pesticides are not only dangerous for the environment, but also for public health. One of the most dangerous diseases induced by pesticides are various types of cancers, such as: bladder cancer, bone cancer, brain cancer, cervical cancer, colorectal cancer, eye cancer, gallbladder cancer, kidney or renal cancer, larynx cancer, leukemia, lip cancer, liver or hepatic cancer, lung cancer, lymphoma, melanoma, mouth cancer, multiple myeloma, neuroblastoma, oesophageal cancer, ovarian cancer, pancreatic cancer, prostate cancer, soft tissue sarcoma, stomach cancer, sinonasal cancer, testicular cancer, thyroid cancer, and uterine cancer.",,,285,290,Cancer; Internal medicine; Oncology; Mouth cancer; Uterine cancer; Stomach cancer; Thyroid cancer; Prostate cancer; Pancreatic cancer; Colorectal cancer; Medicine,,,,,https://rd.springer.com/chapter/10.1007/978-3-319-07542-6_12 https://link.springer.com/chapter/10.1007%2F978-3-319-07542-6_12 https://link.springer.com/10.1007/978-3-319-07542-6_12,http://dx.doi.org/10.1007/978-3-319-07542-6_12,,10.1007/978-3-319-07542-6_12,2744739337,,0,000-918-437-991-361; 001-343-144-513-712; 002-274-324-492-218; 004-284-073-814-885; 004-658-874-863-381; 004-873-422-296-875; 006-745-524-117-74X; 006-899-200-077-958; 008-133-871-819-67X; 009-709-539-718-776; 011-226-565-678-099; 012-045-272-182-181; 012-047-541-269-728; 012-534-097-429-665; 012-768-845-816-946; 013-201-755-784-943; 013-424-923-600-823; 014-978-848-158-561; 015-564-232-633-869; 018-695-878-111-655; 020-968-994-834-896; 021-301-429-184-166; 021-909-349-519-232; 022-023-424-620-917; 022-680-381-745-882; 022-829-957-994-666; 023-312-195-686-329; 024-962-029-693-591; 026-430-600-614-000; 028-131-688-085-918; 028-386-976-113-543; 028-624-026-431-549; 028-976-005-656-940; 029-113-862-158-922; 029-801-181-158-715; 030-227-128-868-234; 030-342-170-552-392; 032-505-978-785-929; 038-363-439-646-37X; 039-073-244-600-604; 040-244-543-544-365; 040-930-611-597-523; 041-812-011-797-723; 042-047-809-654-749; 042-758-601-128-02X; 043-448-530-977-157; 046-143-091-793-55X; 046-861-201-010-859; 047-793-155-749-744; 048-185-480-982-627; 049-041-232-754-24X; 053-062-420-603-593; 054-157-997-100-809; 054-807-904-745-336; 055-275-463-837-201; 055-451-913-188-895; 060-023-834-488-849; 061-271-842-849-770; 061-397-448-988-397; 063-851-567-643-594; 063-897-857-578-106; 063-937-201-552-935; 065-982-501-709-573; 066-922-923-838-81X; 067-428-559-783-543; 068-969-528-382-753; 073-768-091-459-788; 075-429-051-333-095; 075-555-637-721-316; 076-501-100-426-715; 076-854-215-187-455; 080-864-917-750-250; 081-182-662-602-050; 081-988-541-418-065; 082-558-696-032-93X; 085-601-076-517-717; 086-768-729-797-99X; 087-280-398-145-707; 088-641-299-177-321; 089-257-190-596-194; 090-457-575-807-10X; 091-989-589-206-261; 094-296-179-136-608; 097-653-482-060-329; 097-757-262-508-554; 098-899-532-638-317; 100-576-495-888-766; 101-091-787-035-440; 101-792-358-210-783; 102-965-979-650-561; 103-357-822-219-72X; 105-954-420-449-643; 106-488-700-171-851; 108-697-206-018-37X; 112-531-221-183-271; 116-251-018-449-969; 121-178-330-886-226; 125-026-428-738-646; 135-293-045-077-86X; 172-858-566-726-922,0,false,,
